sklearn_dt	sklearn_rf	product_dt	product_rf	tangent_dt	tangent_rf	knn	trial
0.4998808928799428	0.4715788765349625	0.5108076151801875	0.5010626136670592	0.49178171196814774	0.4879147233573619	0.4700030831659557	0
0.5405014651182223	0.5289947233492858	0.5549077970937293	0.5923197224921612	0.5557186449693771	0.5547987236673358	0.5303737853399048	1
0.549477537721527	0.5266989413227076	0.5554763617927364	0.5481533984584329	0.5349865026594455	0.5147895079595041	0.5299923928421573	2
0.5516815642973966	0.5280564979489933	0.5777608147168265	0.6164343718467512	0.5509244380220052	0.5390195019610691	0.4969017140408658	3
0.5279157553429804	0.5093128807529059	0.5681284960156829	0.5650962551590348	0.5283051346297661	0.5181582887934265	0.5047390531855087	4
0.5729321507336691	0.5498535507979441	0.5652186016502221	0.5921288694553147	0.5809689537398499	0.5670778219138443	0.5471183329211566	5
0.5306738196426308	0.5053613503583955	0.5234207634356667	0.5787665299509366	0.49914085553418974	0.4806229819744919	0.4954314033976893	6
0.4896440651240138	0.47263709445618224	0.4914010351354595	0.5096893127262571	0.47508602635712965	0.46793047546880795	0.488966071744523	7
0.4803501194744878	0.4874953140231058	0.5192926217187108	0.5386829045109495	0.5380731279061245	0.5177996055374081	0.49331218876146266	8
0.5330964363216041	0.524508490341205	0.5508188670562958	0.5418839256410669	0.5648580586655346	0.5428489504684968	0.4992235352544251	9
0.4612149569722027	0.4458194568897781	0.5007426246655894	0.4949709714147343	0.47066283503769757	0.4606689977483373	0.44782845667585547	10
0.5548248238557628	0.5334316797048448	0.5607376175891651	0.6103342635682293	0.5637820731206853	0.5594163482174968	0.5603784288661435	11
0.5572665609545622	0.5380076920246499	0.5521144911210834	0.5799740725461456	0.5419157387566483	0.5283450738135442	0.5471562108917447	12
0.551537351059402	0.5416810494388667	0.5496196258222831	0.6004219426783678	0.5483915471599894	0.5389223357557622	0.5448119203094838	13
0.5598138573940178	0.5405789264036962	0.5618557994720622	0.6911666881117922	0.5635649023418091	0.5466320953064516	0.5389908467047433	14
0.5365165654322551	0.5323178646078546	0.5549238734050126	0.5891903639395152	0.562965654824824	0.5479583003179809	0.5197498381724777	15
0.5061109158514809	0.5044279892434417	0.5491537315920869	0.532470566136389	0.542880459705359	0.5332920996826416	0.5122764983165359	16
0.5195611784714835	0.5113040783965497	0.5369431633924453	0.5686802714760678	0.5284285082228491	0.5234388637831814	0.4957644375837361	17
0.5336880685927308	0.5108357397868737	0.5391515006255942	0.5646954198061798	0.534128403860395	0.5206527507433468	0.5118856156845043	18
0.5385008866461349	0.5321485843994439	0.5557144939460805	0.5641612147058571	0.5423182541478729	0.5361344097326172	0.5452288150342078	19
0.525241157843208	0.5252098532039712	0.5456865743022696	0.5846164894696498	0.5456220047722602	0.5408213592946473	0.5335067099997919	20
0.508351176749842	0.5089923833958551	0.5164182264503999	0.5899538302649401	0.5198783106362295	0.5160720084899162	0.5374255597716525	21
0.5261630488007537	0.5055236306498381	0.49956005955057897	0.5468781028358606	0.49112691184378876	0.48554077110989846	0.4787128764133403	22
0.5030114275671014	0.48557490308501405	0.5313962738444375	0.5121108956925523	0.5138183072378382	0.4908320848168757	0.4838318846569506	23
0.5432631915757011	0.5311785915344128	0.54493076104305	0.578053243145991	0.5557878578797568	0.546492360573451	0.5299648635729586	24
0.4970771770409132	0.4847940176402622	0.5044444638797565	0.5508356860267256	0.4985492393290113	0.4833073017262657	0.4990077845539806	25
0.5324974262081907	0.5017768809301778	0.5321963989218533	0.5498663093175814	0.5187515547480476	0.5093344509965564	0.48233368251563824	26
0.5022246040299264	0.4912494787898791	0.5017239575050516	0.5747869861183541	0.5011954090309677	0.4993346797687055	0.5099957925464278	27
0.5236275575883521	0.5089652345315385	0.5531299725170336	0.6923429902000752	0.5655465300224486	0.5513712545954483	0.5099918351998067	28
0.49537126069568477	0.47728138574864404	0.4981567591431174	0.6178102387156383	0.48321983602248647	0.4863680777895066	0.5203008099671599	29
0.5392721912825761	0.5136236682237661	0.5598853040605671	0.6197773140506175	0.5314672800038481	0.5189247010646121	0.49781581715639156	30
0.546951664914162	0.5228433061755556	0.5495205574994663	0.6376367653365543	0.5491402499077189	0.5361249628625087	0.5259206163938539	31
0.5553529430161404	0.5338255720048651	0.5692321355556161	0.5869755945995245	0.5582408164637095	0.5457895353196672	0.5236551183192165	32
0.5196554023745759	0.5208070722870702	0.5682520681920884	0.5704010918447762	0.5250041101554452	0.5166869760191629	0.5102647980568285	33
0.516308308872119	0.50530118872157	0.5279545202706111	0.6118821861815151	0.5337261456984083	0.5212425054819169	0.5333849325188535	34
0.5060129624689972	0.49424718228582926	0.5101740372402191	0.5420690097386118	0.5296095234516054	0.5155081585750247	0.4955786478720475	35
0.45123526024903476	0.44778366938594144	0.49814766919359377	0.503260750212047	0.48257824049769416	0.46262154715384424	0.5030566146048394	36
0.529297151484675	0.5141936219795511	0.5540003041831731	0.6174046186469938	0.5292968963355444	0.5278069228284294	0.5387943587645592	37
0.5525433310462112	0.5337107327429892	0.5681949675094163	0.60657620976742	0.5599096404252445	0.542141226758919	0.5337981872464488	38
0.47036021565507835	0.4524960353599682	0.48342371795648775	0.47193925609484116	0.4825612571202808	0.46885708486475575	0.45711230404716413	39
0.4944877073200728	0.4681627890834742	0.49947092551400607	0.6282732611542182	0.49940043620903296	0.48841704999602786	0.4889223708747027	40
0.5456802593054552	0.5289821722400063	0.5504993241197688	0.5779903107000703	0.5472002664162928	0.5330024103422276	0.5339162064518392	41
0.5053223751932575	0.4940097937396858	0.4953643936993832	0.6416092680149138	0.49981431254087544	0.49193843969618556	0.5316974187552469	42
0.5589183361395851	0.5506026733434091	0.5518201639888765	0.6745749146380674	0.5587747921816927	0.546979519825174	0.565599766834775	43
0.5318841557928238	0.5022956467313161	0.5332249604650067	0.6869567908416072	0.5269792867315408	0.5220694574690746	0.49679168381654776	44
0.46670781859021115	0.46248401785386156	0.500202189170484	0.5220882857812387	0.4900427222555711	0.48462714537086743	0.484327630578975	45
0.5759663075471229	0.5821353616178958	0.6302842774266907	0.6357927257796266	0.5777279097736892	0.5904497593939939	0.5786019696378573	46
0.5445477912673741	0.5284374271847775	0.5590353230562396	0.6448296382985755	0.549064271592281	0.5320187824842448	0.5554070304175128	47
0.5731365819552698	0.5519555771156481	0.5874939197538938	0.5638213622624498	0.5448918358697241	0.5348506178952249	0.5263445600362888	48
0.547398375296639	0.5278943424247539	0.532349990149322	0.5923674379444966	0.5378015108590705	0.5249276567634441	0.5068537203292062	49
0.5507241957400117	0.5403266232219659	0.5748064593960106	0.5855483162344706	0.5654295450531133	0.5425106488809353	0.5605021343106442	50
0.5091693671962777	0.47710856949661884	0.49461456442586177	0.588483230262133	0.5059606809841906	0.48420260499543066	0.514787359277324	51
0.5344010956258929	0.5216825987845757	0.5214381174552999	0.5527072464220981	0.5271613947915672	0.5243470298468913	0.5248856007650476	52
0.4920052495351343	0.48217517415131284	0.4896772469935906	0.6140290595018003	0.48840065189574317	0.49262890333951154	0.5247201852916571	53
0.4896753285003675	0.4779963220114243	0.5014358084177528	0.5826325930487555	0.501658308113622	0.485495974488847	0.4690012041709361	54
0.5424467589761687	0.5107820874732577	0.5051501247345799	0.5776462251996378	0.5027861515596315	0.5048084298900894	0.5261861181848656	55
0.487261411404442	0.47317844780123514	0.49861370286820694	0.5428480206352242	0.4903256099337252	0.4863847937557259	0.5036172122206294	56
0.46074239320440213	0.45927184318467484	0.4781321198139002	0.49638536854542964	0.4748038038153857	0.4720463919713885	0.45983357892085747	57
0.4849492444596098	0.46685180353136113	0.49316533193417755	0.4726790807055425	0.4827554402502676	0.4745915946874007	0.5124002807846497	58
0.5275952421133091	0.4967473463140209	0.5199400009932356	0.5537207044789575	0.5181169800656341	0.5063109530944452	0.528901958982886	59
0.5092692810902556	0.5027303842630243	0.5420165157625352	0.5876540716129824	0.5287674914977374	0.502104735939588	0.5407959921299601	60
0.4974628338906822	0.48148091427683354	0.5545230113392084	0.6633594539894809	0.5066357994922668	0.48926952390452566	0.5020093353199775	61
0.5426277958054444	0.5229886335333689	0.5465987636513273	0.5460626653556838	0.5318516073664415	0.5207184626888751	0.49248579281069393	62
0.5563089012548454	0.5279602849583516	0.5536245044919661	0.5661132934500387	0.5759311036267911	0.5666462812140529	0.5333366417873099	63
0.5265004535651241	0.5152762993263499	0.5539070754359504	0.560642129245703	0.5516640317420144	0.5431972344086937	0.5032517050976955	64
0.48073578516900833	0.4900956724376509	0.5186226522184066	0.48093861758530065	0.4975139328885282	0.47244097281550884	0.47829578350858654	65
0.5592176980531441	0.5465207939360633	0.5687738511036525	0.6500616146972124	0.5391976964365908	0.5290902048482781	0.5365914954764758	66
0.5523169008056079	0.531904676987107	0.5738931774459897	0.5710829063705916	0.5551829739415448	0.5421958988842709	0.5065503636504299	67
0.5178920951672537	0.47208783799701676	0.5053153507608876	0.5366369641797786	0.48158938036945903	0.4701293162473812	0.49458799732793307	68
0.4518211000121847	0.4426591000179683	0.48757505749220487	0.5062143295384446	0.4759100341024433	0.47806554047651323	0.48750746531949163	69
0.49755252467464856	0.4842456765375081	0.4914037676650398	0.5345592568215064	0.4887276914300492	0.47997357857483103	0.4471381157752847	70
0.5136425897636484	0.5011245740302652	0.5267987900207658	0.5966302631815471	0.5318611604773712	0.5234498852654456	0.5170265893466013	71
0.5129107809767454	0.5057119837359044	0.5521816934234218	0.5494392656580039	0.5491837916786702	0.535175430462438	0.5196180625919727	72
0.508562585729521	0.4955341148534195	0.5264471711000754	0.5516360871249789	0.5176094228636638	0.5151615771138668	0.4667349433667376	73
0.5519143887666202	0.5376694997610395	0.5707312646645499	0.5531088101932601	0.5493860108842235	0.5435665307677778	0.5172303128825261	74
0.48527483448101777	0.46453822905910297	0.4852962165620051	0.5655115245805101	0.48496577124095996	0.48039582111435974	0.4808940983539751	75
0.4665939025020226	0.4507939001634132	0.4857320384078476	0.5684960914117683	0.4681809623716473	0.4607111342500734	0.4984791872829845	76
0.49963446367587505	0.49708065684514763	0.5407092398388511	0.5365101968155067	0.5050710141775399	0.5015208841500506	0.49752813219099684	77
0.5178863359174418	0.4959513791458985	0.5316125466733012	0.6706701379836475	0.5178236007701291	0.4986316828662543	0.5033694697465766	78
0.51765340749155	0.49647573136571527	0.5478888327417344	0.5679546225446989	0.56668915272454	0.5465176877674701	0.518892619073492	79
0.4865407114983449	0.4813812266369878	0.5043006002213603	0.5177016754722346	0.4973363378531135	0.48754846734125523	0.47920181467578904	80
0.5485100996199677	0.5360403514168596	0.552316145185413	0.6186692549147037	0.5662069428419623	0.5542165219137228	0.5232775992222606	81
0.49091168198527907	0.4817707252056656	0.5321421758023271	0.5680583261730744	0.5229580510381646	0.5009571430882129	0.5241347373711128	82
0.526403216116938	0.4811414841630105	0.5560090572592713	0.5188996295768495	0.5036421576475977	0.48847287938989753	0.5017653491403754	83
0.5411955972867902	0.536824676816195	0.5653777769282087	0.628082296259319	0.5432706690425296	0.5401803718695015	0.5148590402574363	84
0.523798219608006	0.5013059008520068	0.5325200277819623	0.5934291583266585	0.5234428746227512	0.5151417766467358	0.5119532943113914	85
0.5180021527479896	0.5002703269799248	0.5221166061226489	0.5767855009983306	0.5320218201419777	0.5191850702332086	0.48028088967116234	86
0.5356195365494268	0.5107024795542892	0.5580342493087237	0.6102641120158372	0.5223635585601151	0.5074929202763134	0.4753842113173949	87
0.5348164464959466	0.5156253995446866	0.5616998404778495	0.6134283009988548	0.5489204210616458	0.5224600068662626	0.5345362660701528	88
0.534225501023182	0.526730190651081	0.561257923747993	0.6249321881097306	0.5655961492601799	0.5395121455975159	0.5237593194418501	89
0.5018884047009409	0.48597970916273325	0.5226991056981287	0.55564134317784	0.5194292517506482	0.5103836175227903	0.48729494267254797	90
0.5070795129232497	0.4907691029314792	0.5199551547508289	0.542273687294516	0.5041455404531696	0.4932707813517793	0.4732901718307176	91
0.5241086543453667	0.49916605287177007	0.5225093591702586	0.5845478414279386	0.49259663249793006	0.49490386974266226	0.5126492172935928	92
0.5302838429418009	0.5177640403263783	0.5330375845995189	0.706667826643984	0.5312197567153004	0.5171904892589296	0.5299899994517878	93
0.559871406158302	0.5372180585027655	0.5976000257356566	0.5532675325621611	0.5646381128220002	0.5403547855898102	0.5014072367266434	94
0.5255032424927824	0.5018874611307403	0.5441287354986446	0.5969109062009202	0.5319887459992636	0.5138322916278157	0.5169009738504008	95
0.5148727967833845	0.49799972285816707	0.5079965074363735	0.608681570267596	0.5379359797948943	0.5118085267515272	0.506574584240371	96
0.5169871998203477	0.49666230590499705	0.5046917805782951	0.5550677446075843	0.5376366345558373	0.5155823994486745	0.47580559104717923	97
0.55145009196345	0.5471631797416615	0.5792634677011561	0.5744003406046059	0.5717323588458275	0.5577934503949142	0.5469550756600421	98
0.48080143346477355	0.4691098000331092	0.4925264720530667	0.5047623111603172	0.5032980967640863	0.48056235674161735	0.5035188000816452	99
